	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	p_tr_giv_hides_0	p_tr_giv_hides_1	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_2	p_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_3	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
7296	A3_rep-1_tau-500_lambda-00_part-48	A3	0.5	0.0	0	n/a	9.0	1.0	5.0	3.0	3.0	1.632993161855452	2.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	276	3	30	84	0.30434782608695654	0.30434782608695654	0.46013066279384185	192	0.6956521739130435	35	24	25	0.3181818181818182	0.3380281690140845	0.2631578947368421	75	47	70	8	14	9	8	14	6	12	8	5	0	8	22	17	17	22	23	24	28	13	18	1.0	1.0	0.02631578947368421	0.017857142857142856	1.5238095238095237	n/a	0.5333333333333333	0.4444444444444444	3.0	0.03409090909090909	2.0	0.043478260869565216	0.0	2.0	0.0	0.13333333333333333	n/a	n/a
7297	A3_rep-1_tau-500_lambda-00_part-49	A3	0.5	0.0	0	n/a	8.0	4.0	2.0	2.0	2.6666666666666665	0.9428090415820634	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	312	3	30	94	0.30128205128205127	0.30128205128205127	0.45881497017570244	218	0.6987179487179487	30	30	34	0.30927835051546393	0.30612244897959184	0.2905982905982906	67	68	83	10	12	15	9	12	9	9	6	11	1	25	23	21	16	24	27	19	22	25	16	1.0	1.0	0.015873015873015872	0.017543859649122806	1.3617021276595744	n/a	0.2	0.25	2.0	0.018867924528301886	0.0	0.0	2.0	2.0	0.16666666666666666	0.09523809523809523	n/a	n/a
7298	A3_rep-1_tau-500_lambda-00_part-5	A3	0.5	0.0	0	n/a	8.0	2.0	5.0	1.0	2.6666666666666665	1.699673171197595	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	2.0	317	3	30	88	0.277602523659306	0.277602523659306	0.4478162151120596	229	0.722397476340694	29	27	32	0.25663716814159293	0.2967032967032967	0.2831858407079646	84	64	81	12	11	8	9	11	10	9	12	5	1	18	25	28	16	25	25	27	24	22	19	1.0	0.0	0.015384615384615385	0.0	1.3522727272727273	n/a	0.17777777777777778	0.5	1.0	0.013888888888888888	1.0	0.043478260869565216	4.0	1.0	0.06349206349206349	0.017543859649122806	n/a	n/a
7299	A3_rep-1_tau-500_lambda-00_part-50	A3	0.5	0.0	0	n/a	8.0	3.0	4.0	1.0	2.6666666666666665	1.247219128924647	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	318	3	30	82	0.2578616352201258	0.2578616352201258	0.43745744056048314	236	0.7421383647798742	23	31	28	0.2169811320754717	0.32978723404255317	0.23728813559322035	83	63	90	13	12	7	11	11	6	8	9	5	0	23	24	21	23	25	29	22	22	22	25	0.0	0.0	0.0	0.0	1.4146341463414633	n/a	0.391304347826087	0.5	2.0	0.018691588785046728	1.0	0.010526315789473684	5.0	n/a	0.09090909090909091	n/a	n/a	n/a
7300	A3_rep-1_tau-500_lambda-00_part-7	A3	0.5	0.0	0	n/a	10.0	3.0	4.0	3.0	3.3333333333333335	0.4714045207910317	1.0	3.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	290	3	30	76	0.2620689655172414	0.2620689655172414	0.43975996046703064	214	0.7379310344827587	26	23	27	0.2653061224489796	0.2911392405063291	0.23893805309734514	72	56	86	12	2	6	10	12	10	8	10	5	1	23	13	19	16	24	26	18	26	31	18	4.0	1.0	0.056338028169014086	0.017241379310344827	1.4078947368421053	n/a	0.375	0.2	2.0	0.06060606060606061	2.0	0.01834862385321101	1.0	n/a	0.05263157894736842	n/a	n/a	n/a
7301	A3_rep-1_tau-500_lambda-00_part-8	A3	0.5	0.0	0	n/a	10.0	2.0	4.0	4.0	3.3333333333333335	0.9428090415820634	2.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	298	3	30	83	0.2785234899328859	0.2785234899328859	0.4482724121429864	215	0.7214765100671141	33	23	27	0.3	0.25555555555555554	0.2755102040816326	77	67	71	8	8	5	7	14	5	18	7	9	2	13	19	16	28	22	28	18	29	22	20	2.0	3.0	0.05263157894736842	0.036585365853658534	1.4457831325301205	n/a	0.2916666666666667	0.4	3.0	0.021739130434782608	2.0	0.05	n/a	n/a	n/a	n/a	n/a	n/a
7302	A3_rep-1_tau-500_lambda-00_part-9	A3	0.5	0.0	0	n/a	7.0	1.0	3.0	3.0	2.3333333333333335	0.9428090415820634	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	316	3	30	82	0.25949367088607594	0.25949367088607594	0.4383568245803239	234	0.740506329113924	28	29	25	0.2413793103448276	0.27358490566037735	0.26595744680851063	88	77	69	7	8	14	9	7	7	14	10	4	2	18	18	22	27	29	20	22	26	18	34	3.0	0.0	0.05660377358490566	0.0	1.3902439024390243	n/a	0.48484848484848486	0.42857142857142855	0.0	0.0	2.0	0.025974025974025976	2.0	0.0	0.05263157894736842	0.0	n/a	n/a
7303	A3_rep-1_tau-500_lambda-1000_part-1	A3	0.5	1.0	0	n/a	7.0	1.0	3.0	3.0	2.3333333333333335	0.9428090415820634	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	314	3	30	64	0.20382165605095542	0.20382165605095542	0.40283791849278716	250	0.7961783439490446	24	16	24	0.20512820512820512	0.17582417582417584	0.22641509433962265	93	75	82	5	6	4	4	6	10	6	10	12	1	20	30	21	18	30	26	27	26	17	35	3.0	3.0	0.047619047619047616	0.015873015873015872	1.625	n/a	0.25806451612903225	0.14285714285714285	1.0	0.016129032258064516	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7304	A3_rep-1_tau-500_lambda-1000_part-10	A3	0.5	1.0	0	n/a	8.0	1.0	5.0	2.0	2.6666666666666665	1.699673171197595	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	298	3	30	53	0.17785234899328858	0.17785234899328858	0.3823884032640871	245	0.8221476510067114	16	11	26	0.1415929203539823	0.14285714285714285	0.24074074074074073	97	66	82	4	8	5	5	9	3	6	8	3	2	32	28	20	20	27	16	30	23	22	27	5.0	0.0	0.03816793893129771	0.0	1.2830188679245282	n/a	0.0	0.0	1.0	0.009345794392523364	2.0	0.08	n/a	n/a	n/a	n/a	n/a	n/a
7305	A3_rep-1_tau-500_lambda-1000_part-11	A3	0.5	1.0	0	n/a	4.0	2.0	0.0	2.0	1.3333333333333333	0.9428090415820634	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	354	3	30	73	0.2062146892655367	0.2062146892655367	0.40458644465262905	281	0.7937853107344632	19	27	27	0.15966386554621848	0.225	0.23478260869565218	100	93	88	9	6	8	11	6	11	5	9	8	0	27	30	28	25	30	25	31	26	28	31	0.0	2.0	0.0	0.014598540145985401	1.5616438356164384	n/a	0.0	0.0	1.0	0.017241379310344827	1.0	0.014084507042253521	0.0	n/a	0.0	n/a	n/a	n/a
7306	A3_rep-1_tau-500_lambda-1000_part-12	A3	0.5	1.0	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	328	3	30	60	0.18292682926829268	0.18292682926829268	0.38660652400359413	268	0.8170731707317073	21	16	23	0.19626168224299065	0.14814814814814814	0.20353982300884957	86	92	90	3	8	8	7	9	12	4	3	6	0	33	28	17	29	27	24	23	33	23	31	0.0	1.0	0.0	0.018518518518518517	1.5666666666666667	n/a	0.3235294117647059	0.3333333333333333	1.0	0.011235955056179775	3.0	0.02654867256637168	1.0	n/a	0.09090909090909091	n/a	n/a	n/a
7307	A3_rep-1_tau-500_lambda-1000_part-13	A3	0.5	1.0	0	n/a	9.0	5.0	2.0	2.0	3.0	1.4142135623730951	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	313	3	30	66	0.2108626198083067	0.2108626198083067	0.40792104061433776	247	0.7891373801916933	21	24	21	0.22580645161290322	0.20869565217391303	0.2	72	91	84	4	7	3	12	13	8	7	7	3	2	27	26	24	24	16	28	23	25	20	34	3.0	0.0	0.041666666666666664	0.0	1.303030303030303	n/a	0.5961538461538461	0.5555555555555556	1.0	0.011494252873563218	3.0	0.041666666666666664	2.0	n/a	0.05263157894736842	n/a	n/a	n/a
7308	A3_rep-1_tau-500_lambda-1000_part-14	A3	0.5	1.0	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	1.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	341	3	30	64	0.187683284457478	0.187683284457478	0.39045904931597036	277	0.8123167155425219	20	23	21	0.17699115044247787	0.21296296296296297	0.175	93	85	99	13	6	7	4	7	4	7	6	9	1	19	30	29	32	29	23	24	29	27	35	1.0	0.0	0.011764705882352941	0.0	1.3125	n/a	0.5957446808510638	0.5	4.0	0.05714285714285714	1.0	0.0196078431372549	0.0	n/a	0.0	n/a	n/a	n/a
7309	A3_rep-1_tau-500_lambda-1000_part-15	A3	0.5	1.0	0	n/a	9.0	1.0	3.0	5.0	3.0	1.632993161855452	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	314	3	30	63	0.20063694267515925	0.20063694267515925	0.40047691557582205	251	0.7993630573248408	25	23	15	0.20833333333333334	0.21904761904761905	0.16853932584269662	95	82	74	12	7	3	5	6	5	7	11	6	1	20	26	26	22	30	31	29	25	18	24	2.0	4.0	0.044444444444444446	0.024390243902439025	1.4285714285714286	n/a	0.22641509433962265	0.2222222222222222	3.0	0.08571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a
7310	A3_rep-1_tau-500_lambda-1000_part-16	A3	0.5	1.0	0	n/a	9.0	3.0	5.0	1.0	3.0	1.632993161855452	2.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	300	3	30	61	0.20333333333333334	0.20333333333333334	0.4024784328245289	239	0.7966666666666666	25	18	18	0.22321428571428573	0.22784810126582278	0.1651376146788991	87	61	91	4	9	5	9	7	6	9	4	6	2	15	27	22	25	29	21	27	32	20	21	2.0	2.0	0.058823529411764705	0.014492753623188406	1.278688524590164	n/a	0.48717948717948717	0.3333333333333333	3.0	0.06382978723404255	2.0	0.04081632653061224	0.0	n/a	0.0	n/a	n/a	n/a
7311	A3_rep-1_tau-500_lambda-1000_part-17	A3	0.5	1.0	0	n/a	12.0	3.0	6.0	3.0	4.0	1.4142135623730951	2.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0	2.0	266	3	30	53	0.19924812030075187	0.19924812030075187	0.3994349845185934	213	0.8007518796992481	19	11	23	0.18627450980392157	0.16176470588235295	0.23958333333333334	83	57	73	2	6	9	10	4	6	6	5	4	1	12	30	16	26	19	19	26	25	22	18	8.0	1.0	0.07407407407407407	0.018867924528301886	1.1886792452830188	n/a	0.3684210526315789	0.25	1.0	0.02564102564102564	2.0	0.030303030303030304	n/a	n/a	n/a	n/a	n/a	n/a
7312	A3_rep-1_tau-500_lambda-1000_part-18	A3	0.5	1.0	0	n/a	8.0	1.0	5.0	2.0	2.6666666666666665	1.699673171197595	1.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	304	3	30	57	0.1875	0.1875	0.3903123748998999	247	0.8125	25	16	16	0.21929824561403508	0.18181818181818182	0.1568627450980392	89	72	86	6	4	9	5	8	2	9	8	6	0	19	19	27	20	28	26	27	28	26	27	4.0	4.0	0.03305785123966942	0.029411764705882353	1.4385964912280702	n/a	0.21875	0.25	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7313	A3_rep-1_tau-500_lambda-1000_part-19	A3	0.5	1.0	0	n/a	4.0	1.0	3.0	0.0	1.3333333333333333	1.247219128924647	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	335	3	30	54	0.16119402985074627	0.16119402985074627	0.3677098238981697	281	0.8388059701492537	22	15	17	0.19642857142857142	0.14563106796116504	0.14166666666666666	90	88	103	4	6	4	6	5	7	11	7	4	0	32	28	20	30	31	29	25	29	32	25	3.0	0.0	0.034482758620689655	0.0	1.2962962962962963	n/a	0.0	0.25	0.0	0.0	1.0	0.02	n/a	n/a	n/a	n/a	n/a	n/a
7314	A3_rep-1_tau-500_lambda-1000_part-21	A3	0.5	1.0	0	n/a	9.0	3.0	3.0	3.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	308	3	30	60	0.19480519480519481	0.19480519480519481	0.3960506670643352	248	0.8051948051948052	23	19	18	0.22549019607843138	0.19387755102040816	0.16666666666666666	79	79	90	5	6	5	4	8	8	3	11	8	2	20	24	20	32	28	28	26	24	28	18	3.0	2.0	0.02112676056338028	0.07142857142857142	1.0333333333333334	n/a	0.44680851063829785	0.4444444444444444	1.0	0.019230769230769232	1.0	0.125	2.0	n/a	0.02564102564102564	n/a	n/a	n/a
7315	A3_rep-1_tau-500_lambda-1000_part-22	A3	0.5	1.0	0	n/a	6.0	1.0	5.0	0.0	2.0	2.160246899469287	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	317	3	30	63	0.19873817034700317	0.19873817034700317	0.3990505105799625	254	0.8012618296529969	25	13	25	0.22123893805309736	0.15476190476190477	0.20833333333333334	88	71	95	7	6	6	3	9	8	4	9	11	0	27	23	19	24	27	28	32	24	25	25	0.0	2.0	0.0	0.044444444444444446	1.3174603174603174	n/a	0.2608695652173913	0.3333333333333333	2.0	0.024691358024691357	2.0	0.017094017094017096	0.0	n/a	0.0	n/a	n/a	n/a
7316	A3_rep-1_tau-500_lambda-1000_part-23	A3	0.5	1.0	0	n/a	8.0	1.0	4.0	3.0	2.6666666666666665	1.247219128924647	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	311	3	30	56	0.18006430868167203	0.18006430868167203	0.3842410095508593	255	0.819935691318328	24	18	14	0.21428571428571427	0.18947368421052632	0.1346153846153846	88	77	90	8	3	5	6	5	7	5	9	8	0	17	26	31	30	31	22	23	27	28	20	3.0	0.0	0.0297029702970297	0.0	1.5	n/a	0.1794871794871795	0.375	2.0	0.03125	1.0	0.021739130434782608	2.0	n/a	0.04878048780487805	n/a	n/a	n/a
7317	A3_rep-1_tau-500_lambda-1000_part-24	A3	0.5	1.0	0	n/a	8.0	3.0	4.0	1.0	2.6666666666666665	1.247219128924647	1.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	317	3	30	65	0.20504731861198738	0.20504731861198738	0.40373619572936675	252	0.7949526813880127	18	18	29	0.1836734693877551	0.17647058823529413	0.24786324786324787	80	84	88	7	9	4	7	6	7	6	8	9	2	26	27	17	29	30	19	23	28	25	28	4.0	1.0	0.03361344537815126	0.0136986301369863	1.4923076923076923	n/a	0.08888888888888889	0.125	2.0	0.03389830508474576	1.0	0.015151515151515152	n/a	n/a	n/a	n/a	n/a	n/a
7318	A3_rep-1_tau-500_lambda-1000_part-25	A3	0.5	1.0	0	n/a	8.0	1.0	3.0	4.0	2.6666666666666665	1.247219128924647	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	294	3	30	47	0.1598639455782313	0.1598639455782313	0.36647982820667174	247	0.8401360544217688	21	13	13	0.1891891891891892	0.1326530612244898	0.15294117647058825	90	85	72	4	6	3	2	7	4	7	5	5	4	21	21	26	27	21	19	29	31	31	21	8.0	0.0	0.03137254901960784	0.0	1.2553191489361701	n/a	0.0	0.0	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7319	A3_rep-1_tau-500_lambda-1000_part-26	A3	0.5	1.0	0	n/a	9.0	2.0	6.0	1.0	3.0	2.160246899469287	2.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	304	3	30	60	0.19736842105263158	0.19736842105263158	0.39801272269089927	244	0.8026315789473685	21	15	24	0.2079207920792079	0.1744186046511628	0.20512820512820512	80	71	93	4	5	6	5	8	4	12	7	9	0	18	27	30	23	28	22	24	21	26	25	4.0	1.0	0.056338028169014086	0.006993006993006993	1.3833333333333333	n/a	0.3023255813953488	0.2222222222222222	4.0	0.044444444444444446	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7320	A3_rep-1_tau-500_lambda-1000_part-27	A3	0.5	1.0	0	n/a	5.0	1.0	3.0	1.0	1.6666666666666667	0.9428090415820634	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	334	3	30	74	0.2215568862275449	0.2215568862275449	0.4152943924407115	260	0.7784431137724551	22	34	18	0.19642857142857142	0.3238095238095238	0.15384615384615385	90	71	99	6	14	11	11	6	3	9	5	9	0	30	22	25	24	30	23	27	23	23	33	0.0	2.0	0.0	0.020202020202020204	1.5675675675675675	n/a	0.3448275862068966	0.2	1.0	0.011363636363636364	2.0	0.020833333333333332	n/a	n/a	n/a	n/a	n/a	n/a
7321	A3_rep-1_tau-500_lambda-1000_part-28	A3	0.5	1.0	0	n/a	4.0	1.0	2.0	1.0	1.3333333333333333	0.4714045207910317	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	332	3	30	66	0.19879518072289157	0.19879518072289157	0.39909354397715385	266	0.8012048192771084	25	15	26	0.21551724137931033	0.14423076923076922	0.23214285714285715	91	89	86	6	4	8	8	10	6	10	5	9	0	30	20	28	28	26	25	26	31	27	25	0.0	2.0	0.0	0.009615384615384616	1.621212121212121	n/a	0.0	0.0	2.0	0.023255813953488372	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7322	A3_rep-1_tau-500_lambda-1000_part-29	A3	0.5	1.0	0	n/a	9.0	2.0	3.0	4.0	3.0	0.816496580927726	2.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	300	3	30	61	0.20333333333333334	0.20333333333333334	0.40247843282452894	239	0.7966666666666666	25	20	16	0.24271844660194175	0.20618556701030927	0.16	78	77	84	5	5	4	8	8	7	9	9	4	2	11	24	30	19	28	22	27	25	27	26	4.0	1.0	0.043478260869565216	0.018518518518518517	1.360655737704918	n/a	0.1794871794871795	0.2222222222222222	2.0	0.02666666666666667	2.0	0.02531645569620253	n/a	n/a	n/a	n/a	n/a	n/a
7323	A3_rep-1_tau-500_lambda-1000_part-3	A3	0.5	1.0	0	n/a	10.0	3.0	4.0	3.0	3.3333333333333335	0.4714045207910317	1.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	297	3	30	58	0.19528619528619529	0.19528619528619529	0.3964208587055395	239	0.8047138047138047	22	23	13	0.21359223300970873	0.26136363636363635	0.12264150943396226	81	65	93	6	4	3	5	7	7	11	10	2	3	19	23	22	20	29	29	22	26	24	25	3.0	4.0	0.04054054054054054	0.034782608695652174	1.4655172413793103	n/a	0.3617021276595745	0.4	1.0	0.014925373134328358	1.0	0.0625	1.0	n/a	0.04	n/a	n/a	n/a
7324	A3_rep-1_tau-500_lambda-1000_part-30	A3	0.5	1.0	0	n/a	10.0	2.0	6.0	2.0	3.3333333333333335	1.8856180831641267	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	313	3	30	55	0.1757188498402556	0.1757188498402556	0.3805807872857921	258	0.8242811501597445	13	17	25	0.12380952380952381	0.17525773195876287	0.22522522522522523	92	80	86	7	10	6	6	3	9	4	4	5	1	25	26	24	21	31	19	23	30	31	28	2.0	2.0	0.025	0.027777777777777776	1.3272727272727274	n/a	0.1746031746031746	0.2	6.0	0.041666666666666664	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
7325	A3_rep-1_tau-500_lambda-1000_part-31	A3	0.5	1.0	0	n/a	6.0	1.0	4.0	1.0	2.0	1.4142135623730951	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	313	3	30	52	0.16613418530351437	0.16613418530351437	0.3722010448360562	261	0.8338658146964856	19	17	16	0.15833333333333333	0.20987654320987653	0.14285714285714285	101	64	96	5	11	5	5	5	3	7	4	6	1	23	25	20	20	31	25	29	32	30	26	0.0	3.0	0.0	0.034482758620689655	1.3461538461538463	n/a	0.15789473684210525	0.3333333333333333	2.0	0.01282051282051282	1.0	0.045454545454545456	n/a	n/a	n/a	n/a	n/a	n/a
7326	A3_rep-1_tau-500_lambda-1000_part-32	A3	0.5	1.0	0	n/a	8.0	1.0	3.0	4.0	2.6666666666666665	1.247219128924647	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	315	3	30	63	0.2	0.2	0.4000000000000001	252	0.8	20	22	21	0.1694915254237288	0.20952380952380953	0.22826086956521738	98	83	71	6	4	8	9	7	8	6	8	5	2	22	23	28	20	29	25	30	24	24	27	0.0	4.0	0.0	0.0449438202247191	1.2063492063492063	n/a	0.4418604651162791	0.375	0.0	0.0	4.0	0.043478260869565216	n/a	n/a	n/a	n/a	n/a	n/a
7327	A3_rep-1_tau-500_lambda-1000_part-33	A3	0.5	1.0	0	n/a	6.0	0.0	5.0	1.0	2.0	2.160246899469287	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	312	3	30	57	0.18269230769230768	0.18269230769230768	0.38641406341173307	255	0.8173076923076923	16	16	25	0.13333333333333333	0.2	0.22321428571428573	104	64	87	11	8	4	10	5	3	1	7	7	1	25	20	21	26	31	23	28	28	29	24	0.0	2.0	0.0	0.011049723756906077	1.2280701754385965	n/a	0.0	0.0	2.0	0.05714285714285714	2.0	0.0392156862745098	n/a	n/a	n/a	n/a	n/a	n/a
7328	A3_rep-1_tau-500_lambda-1000_part-34	A3	0.5	1.0	0	n/a	5.0	1.0	2.0	2.0	1.6666666666666667	0.4714045207910317	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	323	3	30	56	0.17337461300309598	0.17337461300309598	0.3785708078670656	267	0.826625386996904	28	20	8	0.24561403508771928	0.19047619047619047	0.07692307692307693	86	85	96	2	11	6	5	8	2	7	7	8	0	17	25	30	31	28	29	29	25	28	25	2.0	1.0	0.044444444444444446	0.0072992700729927005	1.6607142857142858	n/a	0.7222222222222222	0.4	2.0	0.017543859649122806	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
7329	A3_rep-1_tau-500_lambda-1000_part-35	A3	0.5	1.0	0	n/a	11.0	2.0	6.0	3.0	3.6666666666666665	1.699673171197595	1.0	2.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	3.0	307	3	30	61	0.1986970684039088	0.1986970684039088	0.39901947748399597	246	0.8013029315960912	19	24	18	0.16379310344827586	0.25263157894736843	0.1875	97	71	78	9	5	5	5	8	10	3	4	11	1	19	21	26	25	28	26	32	22	25	22	7.0	2.0	0.05263157894736842	0.017094017094017096	1.2622950819672132	n/a	0.19117647058823528	0.18181818181818182	2.0	0.03508771929824561	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7330	A3_rep-1_tau-500_lambda-1000_part-36	A3	0.5	1.0	0	n/a	10.0	1.0	6.0	3.0	3.3333333333333335	2.0548046676563256	3.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	311	3	30	61	0.19614147909967847	0.19614147909967847	0.39707681785300547	250	0.8038585209003215	22	19	20	0.2	0.18269230769230768	0.20618556701030927	88	85	77	3	7	8	4	9	7	6	10	5	2	10	23	22	32	27	27	30	26	30	23	6.0	0.0	0.08108108108108109	0.0	1.4262295081967213	n/a	0.16393442622950818	0.2	0.0	0.0	4.0	0.05194805194805195	0.0	n/a	0.0	n/a	n/a	n/a
7331	A3_rep-1_tau-500_lambda-1000_part-37	A3	0.5	1.0	0	n/a	9.0	2.0	3.0	4.0	3.0	0.816496580927726	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	321	3	30	71	0.22118380062305296	0.22118380062305296	0.41504400605838715	250	0.778816199376947	25	19	27	0.23148148148148148	0.18269230769230768	0.24770642201834864	83	85	82	4	5	7	7	14	7	7	13	7	0	10	31	27	29	22	26	29	23	19	34	2.0	1.0	0.029411764705882353	0.024390243902439025	1.6619718309859155	n/a	0.48333333333333334	0.4444444444444444	4.0	0.0213903743315508	2.0	0.08	n/a	n/a	n/a	n/a	n/a	n/a
7332	A3_rep-1_tau-500_lambda-1000_part-38	A3	0.5	1.0	0	n/a	11.0	4.0	4.0	3.0	3.6666666666666665	0.4714045207910317	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	3.0	306	3	30	65	0.21241830065359477	0.21241830065359477	0.4090192736302701	241	0.7875816993464052	25	18	22	0.24752475247524752	0.17142857142857143	0.22	76	87	78	5	2	7	8	8	10	13	9	3	0	20	27	19	22	28	24	23	27	29	22	4.0	1.0	0.03305785123966942	0.011363636363636364	1.5846153846153845	n/a	0.04477611940298507	0.09090909090909091	1.0	0.037037037037037035	5.0	0.07142857142857142	n/a	n/a	n/a	n/a	n/a	n/a
7333	A3_rep-1_tau-500_lambda-1000_part-39	A3	0.5	1.0	0	n/a	5.0	0.0	3.0	2.0	1.6666666666666667	1.247219128924647	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	324	3	30	67	0.20679012345679013	0.20679012345679013	0.4050036645482552	257	0.7932098765432098	24	19	24	0.2	0.2	0.22018348623853212	96	76	85	5	10	11	7	6	8	4	11	4	1	20	26	25	18	30	28	29	25	32	24	4.0	0.0	0.0223463687150838	0.0	1.4029850746268657	n/a	0.5789473684210527	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.04	n/a	n/a
7334	A3_rep-1_tau-500_lambda-1000_part-4	A3	0.5	1.0	0	n/a	5.0	2.0	3.0	0.0	1.6666666666666667	1.247219128924647	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	311	3	30	52	0.16720257234726688	0.16720257234726688	0.3731566321904568	259	0.8327974276527331	15	16	21	0.14705882352941177	0.1797752808988764	0.175	87	73	99	5	6	4	3	10	8	7	4	5	0	20	23	32	22	26	28	29	32	22	25	5.0	0.0	0.03787878787878788	0.0	1.3461538461538463	n/a	0.0	0.0	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
