	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	n_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_0	p_tr_giv_hides_1	p_tr_giv_hides_2	p_tr_giv_hides_3	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
1780	C2_rep-1_tau-100_lambda-500_part-9	C2	0.1	0.5	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	302	3	30	0	0.0	n/a	n/a	302	1.0	0	0	0	0.0	0.0	0.0	105	84	113	0	0	0	0	0	0	0	0	0	0	20	33	25	25	30	36	36	36	36	25	7.0	n/a	n/a	n/a	0.023178807947019868	n/a	n/a	n/a	n/a	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1781	C2_rep-1_tau-1100_lambda-500_part-0	C2	1.1	0.5	0	n/a	9.0	4.0	4.0	1.0	3.0	1.4142135623730951	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	304	3	30	51	0.16776315789473684	0.16776315789473684	0.3736558319468899	253	0.8322368421052632	11	20	20	0.1111111111111111	0.21739130434782608	0.17699115044247787	88	72	93	3	8	3	3	6	8	3	6	9	2	22	28	20	24	23	24	32	23	23	34	8.0	1.0	0.0	0.0	0.0380952380952381	0.024390243902439025	0.0	0.0	1.196078431372549	n/a	0.09302325581395349	0.1111111111111111	n/a	n/a	n/a	n/a	n/a	n/a
1782	C2_rep-1_tau-1100_lambda-500_part-1	C2	1.1	0.5	0	n/a	8.0	2.0	3.0	3.0	2.6666666666666665	0.4714045207910317	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	312	3	30	57	0.18269230769230768	0.18269230769230768	0.38641406341173307	255	0.8173076923076923	26	21	10	0.23636363636363636	0.22826086956521738	0.09090909090909091	84	71	100	2	5	4	5	5	8	6	7	11	4	27	31	23	20	29	22	29	29	25	20	1.0	1.0	3.0	2.0	0.012987012987012988	0.01694915254237288	0.02727272727272727	0.03636363636363636	1.2982456140350878	n/a	0.25	0.375	0.0	1.0	0.0	0.16666666666666666	n/a	n/a
1783	C2_rep-1_tau-1100_lambda-500_part-10	C2	1.1	0.5	0	n/a	8.0	2.0	3.0	3.0	2.6666666666666665	0.4714045207910317	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	307	3	30	49	0.15960912052117263	0.15960912052117263	0.3662431557962967	258	0.8403908794788274	20	16	13	0.17857142857142858	0.16494845360824742	0.1326530612244898	92	81	85	4	6	2	4	6	5	8	5	1	8	16	30	33	26	24	21	28	31	21	28	3.0	3.0	2.0	0.0	0.0297029702970297	0.024793388429752067	0.029850746268656716	0.0	1.0816326530612246	n/a	0.02857142857142857	0.125	n/a	n/a	n/a	n/a	n/a	n/a
1784	C2_rep-1_tau-1100_lambda-500_part-2	C2	1.1	0.5	0	n/a	5.0	0.0	2.0	3.0	1.6666666666666667	1.247219128924647	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	317	3	30	64	0.20189274447949526	0.20189274447949526	0.4014125860085014	253	0.7981072555205048	24	22	18	0.2	0.21782178217821782	0.1875	96	79	78	4	10	2	2	8	8	8	8	7	7	21	26	34	23	28	28	28	28	23	14	3.0	1.0	1.0	0.0	0.018404907975460124	0.012345679012345678	0.05555555555555555	0.0	1.375	n/a	0.25	0.2	0.0	0.0	0.0	0.0	n/a	n/a
1785	C2_rep-1_tau-1100_lambda-500_part-3	C2	1.1	0.5	0	n/a	4.0	1.0	1.0	2.0	1.3333333333333333	0.4714045207910317	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	332	3	30	50	0.15060240963855423	0.15060240963855423	0.3576609062360819	282	0.8493975903614458	20	13	17	0.16806722689075632	0.11926605504587157	0.16346153846153846	99	96	87	4	6	5	1	4	6	9	5	5	5	32	30	20	28	23	30	26	31	31	31	0.0	2.0	2.0	0.0	0.0	0.027777777777777776	0.0125	0.0	1.22	n/a	0.125	0.25	n/a	n/a	n/a	n/a	n/a	n/a
1786	C2_rep-1_tau-1100_lambda-500_part-4	C2	1.1	0.5	0	n/a	8.0	4.0	3.0	1.0	2.6666666666666665	1.247219128924647	2.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	305	3	30	45	0.14754098360655737	0.14754098360655737	0.3546443877505564	260	0.8524590163934426	19	10	16	0.18811881188118812	0.10526315789473684	0.14678899082568808	82	85	93	0	3	7	3	5	6	6	5	4	6	14	24	29	22	28	20	30	31	32	30	4.0	3.0	1.0	n/a	0.07272727272727272	0.020833333333333332	0.009433962264150943	n/a	1.3111111111111111	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1787	C2_rep-1_tau-1100_lambda-500_part-5	C2	1.1	0.5	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	2.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	306	3	30	61	0.19934640522875818	0.19934640522875818	0.39950896854905515	245	0.8006535947712419	20	17	24	0.18691588785046728	0.18888888888888888	0.22018348623853212	87	73	85	3	7	8	6	3	7	12	4	6	5	11	29	26	19	33	29	21	27	30	20	3.0	1.0	2.0	1.0	0.02027027027027027	0.010638297872340425	0.03636363636363636	0.1111111111111111	1.4754098360655739	n/a	0.2608695652173913	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
1788	C2_rep-1_tau-1100_lambda-500_part-6	C2	1.1	0.5	0	n/a	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	350	3	30	66	0.18857142857142858	0.18857142857142858	0.3911677963457105	284	0.8114285714285714	24	18	24	0.20168067226890757	0.15789473684210525	0.20512820512820512	95	96	93	9	6	7	5	4	11	8	5	4	7	27	30	29	31	29	19	27	31	32	29	0.0	0.0	1.0	2.0	0.0	0.0	0.02	0.014084507042253521	1.5606060606060606	n/a	0.5652173913043478	0.6666666666666666	0.0	n/a	0.0	n/a	n/a	n/a
1789	C2_rep-1_tau-1100_lambda-500_part-7	C2	1.1	0.5	0	n/a	9.0	3.0	5.0	1.0	3.0	1.632993161855452	2.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	316	3	30	62	0.1962025316455696	0.1962025316455696	0.39712353017850616	254	0.8037974683544303	15	25	22	0.14423076923076922	0.24271844660194175	0.2018348623853211	89	78	87	1	7	4	8	10	9	8	1	8	6	17	29	26	28	26	21	28	25	27	27	3.0	0.0	3.0	3.0	0.04918032786885246	0.0	0.031914893617021274	0.037037037037037035	1.2419354838709677	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1790	C2_rep-1_tau-1100_lambda-500_part-8	C2	1.1	0.5	0	n/a	7.0	0.0	5.0	2.0	2.3333333333333335	2.0548046676563256	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	307	3	30	57	0.18566775244299674	0.18566775244299674	0.3888383187724209	250	0.8143322475570033	23	14	20	0.19166666666666668	0.1686746987951807	0.19230769230769232	97	69	84	1	6	4	9	8	2	9	6	4	8	18	25	21	16	28	30	27	30	27	28	5.0	0.0	2.0	0.0	0.1282051282051282	0.0	0.02040816326530612	0.0	1.2456140350877194	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1791	C2_rep-1_tau-1100_lambda-500_part-9	C2	1.1	0.5	0	n/a	7.0	3.0	3.0	1.0	2.3333333333333335	0.9428090415820634	2.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	313	3	30	54	0.17252396166134185	0.17252396166134185	0.37783520788039027	259	0.8274760383386581	17	16	21	0.16037735849056603	0.16842105263157894	0.1875	89	79	91	1	5	8	7	7	2	9	5	6	4	17	30	28	29	29	28	27	20	30	21	3.0	3.0	0.0	0.0	0.021739130434782608	0.02727272727272727	0.0	0.0	1.4074074074074074	n/a	0.26666666666666666	0.14285714285714285	1.0	n/a	0.03333333333333333	n/a	n/a	n/a
1792	C2_rep-1_tau-1200_lambda-500_part-0	C2	1.2	0.5	0	n/a	10.0	2.0	4.0	4.0	3.3333333333333335	0.9428090415820634	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	269	3	30	49	0.1821561338289963	0.1821561338289963	0.3859731554622278	220	0.8178438661710037	26	7	16	0.2549019607843137	0.08860759493670886	0.18181818181818182	76	72	72	2	7	5	8	5	5	3	5	3	6	15	20	20	17	25	21	26	31	24	21	7.0	1.0	1.0	0.0	0.05982905982905983	0.037037037037037035	0.015873015873015872	0.0	1.2448979591836735	n/a	0.21052631578947367	0.1	1.0	n/a	0.02	n/a	n/a	n/a
1793	C2_rep-1_tau-1200_lambda-500_part-1	C2	1.2	0.5	0	n/a	9.0	3.0	3.0	3.0	3.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	297	3	30	54	0.18181818181818182	0.18181818181818182	0.385694607919935	243	0.8181818181818182	18	17	19	0.1782178217821782	0.17346938775510204	0.19387755102040816	83	81	79	2	7	7	4	5	6	3	9	6	5	12	26	29	28	22	30	33	25	15	23	3.0	4.0	1.0	1.0	0.02631578947368421	0.03278688524590164	0.04	0.034482758620689655	1.0740740740740742	n/a	0.08333333333333333	0.1111111111111111	0.0	n/a	0.0	n/a	n/a	n/a
1794	C2_rep-1_tau-1200_lambda-500_part-10	C2	1.2	0.5	0	n/a	5.0	1.0	3.0	1.0	1.6666666666666667	0.9428090415820634	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	316	3	30	69	0.21835443037974683	0.21835443037974683	0.41312924504721654	247	0.7816455696202531	20	20	29	0.1834862385321101	0.21052631578947367	0.25892857142857145	89	75	83	8	8	3	4	7	10	8	7	7	7	17	28	22	21	21	23	28	29	29	29	3.0	0.0	1.0	1.0	0.0379746835443038	0.0	0.014705882352941176	0.013333333333333334	1.565217391304348	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
1795	C2_rep-1_tau-1200_lambda-500_part-2	C2	1.2	0.5	0	n/a	11.0	3.0	5.0	3.0	3.6666666666666665	0.9428090415820634	2.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	296	3	30	53	0.17905405405405406	0.17905405405405406	0.3833975740414406	243	0.8209459459459459	20	16	17	0.1724137931034483	0.2	0.17	96	64	83	5	6	3	1	6	3	8	6	5	10	17	30	22	24	29	26	25	28	25	17	3.0	2.0	5.0	1.0	0.028846153846153848	0.0625	0.040983606557377046	0.02631578947368421	1.4339622641509433	n/a	0.03508771929824561	0.18181818181818182	n/a	n/a	n/a	n/a	n/a	n/a
1796	C2_rep-1_tau-1200_lambda-500_part-3	C2	1.2	0.5	0	n/a	5.0	0.0	2.0	3.0	1.6666666666666667	1.247219128924647	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	328	3	30	78	0.23780487804878048	0.23780487804878048	0.4257390257246628	250	0.7621951219512195	25	29	24	0.20833333333333334	0.26126126126126126	0.24742268041237114	95	82	73	6	11	6	8	7	4	12	5	10	9	19	25	26	28	29	32	24	31	18	18	1.0	2.0	2.0	n/a	0.011363636363636364	0.00980392156862745	0.05555555555555555	n/a	1.5256410256410255	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1797	C2_rep-1_tau-1200_lambda-500_part-4	C2	1.2	0.5	0	n/a	7.0	3.0	2.0	2.0	2.3333333333333335	0.4714045207910317	1.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	318	3	30	49	0.1540880503144654	0.1540880503144654	0.36103313291822975	269	0.8459119496855346	10	17	22	0.09090909090909091	0.1650485436893204	0.20952380952380953	100	86	83	4	9	7	3	6	4	2	6	4	4	21	27	29	33	22	22	24	27	32	32	5.0	2.0	0.0	n/a	0.021551724137931036	0.06451612903225806	0.0	n/a	1.346938775510204	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1798	C2_rep-1_tau-1200_lambda-500_part-5	C2	1.2	0.5	0	n/a	11.0	3.0	4.0	4.0	3.6666666666666665	0.4714045207910317	2.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	283	3	30	56	0.1978798586572438	0.1978798586572438	0.39840107956057674	227	0.8021201413427562	19	15	22	0.18811881188118812	0.18072289156626506	0.2222222222222222	82	68	77	0	6	5	6	8	7	6	5	11	2	14	22	13	25	28	29	29	31	13	23	8.0	3.0	n/a	n/a	0.03587443946188341	0.05	n/a	n/a	1.1607142857142858	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1799	C2_rep-1_tau-1200_lambda-500_part-6	C2	1.2	0.5	0	n/a	7.0	1.0	5.0	1.0	2.3333333333333335	1.8856180831641267	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	317	3	30	63	0.19873817034700317	0.19873817034700317	0.3990505105799625	254	0.8012618296529969	23	22	18	0.20353982300884957	0.23157894736842105	0.1651376146788991	90	73	91	9	6	5	4	8	5	8	6	5	7	15	26	23	32	28	24	28	26	31	21	4.0	1.0	1.0	1.0	0.09302325581395349	0.008403361344537815	0.010638297872340425	0.01639344262295082	1.3492063492063493	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1800	C2_rep-1_tau-1200_lambda-500_part-7	C2	1.2	0.5	0	n/a	4.0	0.0	2.0	2.0	1.3333333333333333	0.9428090415820634	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	328	3	30	65	0.19817073170731708	0.19817073170731708	0.39862149064231794	263	0.801829268292683	27	22	16	0.225	0.20754716981132076	0.1568627450980392	93	84	86	3	6	6	9	6	8	9	4	9	5	33	24	22	27	21	28	27	32	27	22	1.0	2.0	0.0	1.0	0.012658227848101266	0.014285714285714285	0.0	0.01639344262295082	1.4	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1801	C2_rep-1_tau-1200_lambda-500_part-8	C2	1.2	0.5	0	n/a	7.0	3.0	2.0	2.0	2.3333333333333335	0.4714045207910317	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	320	3	30	57	0.178125	0.178125	0.382617935250035	263	0.821875	16	26	15	0.1523809523809524	0.24299065420560748	0.1388888888888889	89	81	93	5	6	6	6	7	2	7	7	5	6	15	30	30	30	26	25	21	29	27	30	2.0	1.0	2.0	1.0	0.022988505747126436	0.009900990099009901	0.022988505747126436	0.03125	1.1228070175438596	n/a	0.24324324324324326	0.2857142857142857	1.0	n/a	0.07692307692307693	n/a	n/a	n/a
1802	C2_rep-1_tau-1200_lambda-500_part-9	C2	1.2	0.5	0	n/a	9.0	1.0	6.0	2.0	3.0	2.160246899469287	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	286	3	30	60	0.2097902097902098	0.2097902097902098	0.40715878679747236	226	0.7902097902097902	32	9	19	0.2831858407079646	0.13043478260869565	0.18269230769230768	81	60	85	5	8	4	3	5	11	8	6	5	5	31	28	14	22	24	18	28	25	16	20	4.0	5.0	0.0	0.0	0.02962962962962963	0.050505050505050504	0.0	0.0	1.4	n/a	0.2	0.1111111111111111	0.0	n/a	0.0	n/a	n/a	n/a
1803	C2_rep-1_tau-1300_lambda-500_part-0	C2	1.3	0.5	0	n/a	4.0	1.0	1.0	2.0	1.3333333333333333	0.4714045207910317	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	327	3	30	65	0.19877675840978593	0.19877675840978593	0.39907963957822196	262	0.8012232415902141	20	21	24	0.18018018018018017	0.1926605504587156	0.22429906542056074	91	88	83	1	4	4	5	5	9	6	10	12	9	15	32	32	31	31	27	30	26	22	16	2.0	0.0	1.0	0.0	0.02127659574468085	0.0	0.014285714285714285	0.0	1.6153846153846154	n/a	0.0	0.0	1.0	n/a	0.03571428571428571	n/a	n/a	n/a
1804	C2_rep-1_tau-1300_lambda-500_part-1	C2	1.3	0.5	0	n/a	9.0	1.0	5.0	3.0	3.0	1.632993161855452	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	314	3	30	76	0.24203821656050956	0.24203821656050956	0.4283173102790937	238	0.7579617834394905	34	17	25	0.288135593220339	0.18478260869565216	0.2403846153846154	84	75	79	4	2	15	10	13	4	8	7	6	7	19	33	21	16	23	29	25	22	30	20	4.0	0.0	4.0	0.0	0.046511627906976744	0.0	0.03508771929824561	0.0	1.631578947368421	n/a	0.1509433962264151	0.1111111111111111	1.0	n/a	0.01639344262295082	n/a	n/a	n/a
1805	C2_rep-1_tau-1300_lambda-500_part-10	C2	1.3	0.5	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	298	3	30	53	0.17785234899328858	0.17785234899328858	0.3823884032640871	245	0.8221476510067114	22	20	11	0.20952380952380953	0.20408163265306123	0.11578947368421053	83	78	84	4	7	11	4	4	4	7	3	4	5	10	29	25	21	23	32	29	33	27	16	4.0	2.0	1.0	n/a	0.02877697841726619	0.0273972602739726	0.011627906976744186	n/a	1.471698113207547	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1806	C2_rep-1_tau-1300_lambda-500_part-2	C2	1.3	0.5	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	307	3	30	56	0.18241042345276873	0.18241042345276873	0.38618241916036306	251	0.8175895765472313	20	18	18	0.1834862385321101	0.1956521739130435	0.16981132075471697	89	74	88	3	11	4	4	5	2	5	8	7	7	24	25	23	32	24	26	31	28	20	18	2.0	2.0	3.0	n/a	0.022222222222222223	0.012738853503184714	0.05	n/a	1.1607142857142858	n/a	0.125	0.2857142857142857	n/a	n/a	n/a	n/a	n/a	n/a
1807	C2_rep-1_tau-1300_lambda-500_part-3	C2	1.3	0.5	0	n/a	4.0	1.0	1.0	2.0	1.3333333333333333	0.4714045207910317	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	320	3	30	75	0.234375	0.234375	0.4236075534914362	245	0.765625	27	24	24	0.24770642201834864	0.21621621621621623	0.24	82	87	76	1	8	9	9	6	12	7	6	9	8	13	28	27	18	21	24	29	30	27	28	2.0	1.0	1.0	0.0	0.030303030303030304	0.008620689655172414	0.05	0.0	1.6	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
1808	C2_rep-1_tau-1300_lambda-500_part-4	C2	1.3	0.5	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	1.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	317	3	30	61	0.19242902208201892	0.19242902208201892	0.39420818553472076	256	0.807570977917981	29	15	17	0.25663716814159293	0.1485148514851485	0.1650485436893204	84	86	86	3	7	2	12	8	3	6	6	5	9	24	29	13	24	27	33	30	26	31	19	2.0	3.0	2.0	0.0	0.01694915254237288	0.023076923076923078	0.15384615384615385	0.0	1.4098360655737705	n/a	0.08823529411764706	0.14285714285714285	0.0	n/a	0.0	n/a	n/a	n/a
1809	C2_rep-1_tau-1300_lambda-500_part-5	C2	1.3	0.5	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	329	3	30	63	0.19148936170212766	0.19148936170212766	0.3934732342320624	266	0.8085106382978723	21	19	23	0.1826086956521739	0.18627450980392157	0.20535714285714285	94	83	89	4	8	10	4	5	5	7	12	4	4	18	28	25	20	31	31	29	24	29	31	1.0	4.0	3.0	0.0	0.029411764705882353	0.043010752688172046	0.018867924528301886	0.0	1.4444444444444444	n/a	0.17543859649122806	0.125	n/a	n/a	n/a	n/a	n/a	n/a
1810	C2_rep-1_tau-1300_lambda-500_part-6	C2	1.3	0.5	0	n/a	5.0	2.0	3.0	0.0	1.6666666666666667	1.247219128924647	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	327	3	30	64	0.19571865443425077	0.19571865443425077	0.3967528988434704	263	0.8042813455657493	14	21	29	0.12962962962962962	0.21212121212121213	0.24166666666666667	94	78	91	7	5	6	9	8	6	8	5	4	6	11	31	30	27	27	26	28	31	32	20	2.0	1.0	0.0	1.0	0.014285714285714285	0.02857142857142857	0.0	0.025	1.265625	n/a	0.045454545454545456	0.2	1.0	n/a	1.0	n/a	n/a	n/a
1811	C2_rep-1_tau-1300_lambda-500_part-7	C2	1.3	0.5	0	n/a	9.0	3.0	3.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	3.0	323	3	30	62	0.19195046439628483	0.19195046439628483	0.39383433524051126	261	0.8080495356037152	21	20	21	0.1826086956521739	0.19607843137254902	0.19811320754716982	94	82	85	5	3	7	14	7	6	6	8	4	2	21	33	29	22	29	28	30	28	21	20	0.0	5.0	1.0	3.0	0.0	0.03676470588235294	0.022727272727272728	0.030927835051546393	1.1774193548387097	n/a	0.24193548387096775	0.2222222222222222	n/a	n/a	n/a	n/a	n/a	n/a
1812	C2_rep-1_tau-1300_lambda-500_part-8	C2	1.3	0.5	0	n/a	4.0	1.0	1.0	2.0	1.3333333333333333	0.4714045207910317	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	342	3	30	54	0.15789473684210525	0.15789473684210525	0.36464227527765836	288	0.8421052631578947	16	19	19	0.13793103448275862	0.16666666666666666	0.16964285714285715	100	95	93	7	10	3	4	1	4	7	5	10	3	22	26	23	32	34	32	29	31	26	33	2.0	2.0	0.0	0.0	0.024691358024691357	0.011428571428571429	0.0	0.0	1.2407407407407407	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
1813	C2_rep-1_tau-1300_lambda-500_part-9	C2	1.3	0.5	0	n/a	4.0	1.0	2.0	1.0	1.3333333333333333	0.4714045207910317	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	336	3	30	54	0.16071428571428573	0.16071428571428573	0.36726721073577023	282	0.8392857142857143	18	13	23	0.15384615384615385	0.13	0.19327731092436976	99	87	96	8	7	5	6	3	7	8	2	7	1	25	29	30	19	33	29	28	34	29	26	1.0	2.0	1.0	0.0	0.010416666666666666	0.018018018018018018	0.01098901098901099	0.0	1.2407407407407407	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
1814	C2_rep-1_tau-1400_lambda-500_part-0	C2	1.4	0.5	0	n/a	7.0	1.0	4.0	2.0	2.3333333333333335	1.247219128924647	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	314	3	30	64	0.20382165605095542	0.20382165605095542	0.40283791849278716	250	0.7961783439490446	23	14	27	0.2072072072072072	0.15384615384615385	0.24107142857142858	88	77	85	7	7	6	6	4	10	5	7	6	6	20	29	21	19	32	26	31	29	24	19	5.0	1.0	0.0	1.0	0.03816793893129771	0.011627906976744186	0.0	0.3333333333333333	1.40625	n/a	0.0967741935483871	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
1815	C2_rep-1_tau-1400_lambda-500_part-1	C2	1.4	0.5	0	n/a	3.0	1.0	2.0	0.0	1.0	0.816496580927726	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	332	3	30	61	0.18373493975903615	0.18373493975903615	0.3872678810213667	271	0.8162650602409639	21	19	21	0.1926605504587156	0.18446601941747573	0.175	88	84	99	3	4	7	4	9	5	7	5	9	8	22	32	29	25	27	21	29	31	27	28	2.0	1.0	0.0	0.0	0.017391304347826087	0.009433962264150943	0.0	0.0	1.5573770491803278	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
1816	C2_rep-1_tau-1400_lambda-500_part-10	C2	1.4	0.5	0	n/a	5.0	1.0	2.0	2.0	1.6666666666666667	0.4714045207910317	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	320	3	30	64	0.2	0.2	0.4000000000000001	256	0.8	31	12	21	0.2719298245614035	0.11428571428571428	0.2079207920792079	83	93	80	3	6	6	8	10	3	9	8	4	7	18	30	30	28	18	27	27	28	32	18	2.0	1.0	1.0	1.0	0.02040816326530612	0.008620689655172414	0.021739130434782608	0.047619047619047616	1.515625	n/a	0.5333333333333333	0.4	0.0	n/a	0.0	n/a	n/a	n/a
1817	C2_rep-1_tau-1400_lambda-500_part-2	C2	1.4	0.5	0	n/a	9.0	3.0	5.0	1.0	3.0	1.632993161855452	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	295	3	30	48	0.16271186440677965	0.16271186440677965	0.3691025786797613	247	0.8372881355932204	22	9	17	0.22	0.1125	0.14782608695652175	78	71	98	2	3	7	4	8	4	5	6	6	3	23	33	19	23	28	27	25	30	22	17	6.0	0.0	1.0	1.0	0.05084745762711865	0.0	0.01639344262295082	0.0625	1.4375	n/a	0.4117647058823529	0.2222222222222222	1.0	n/a	0.02702702702702703	n/a	n/a	n/a
1818	C2_rep-1_tau-1400_lambda-500_part-3	C2	1.4	0.5	0	n/a	7.0	1.0	4.0	2.0	2.3333333333333335	1.247219128924647	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	305	3	30	70	0.22950819672131148	0.22950819672131148	0.42051656847149704	235	0.7704918032786885	23	25	22	0.20535714285714285	0.2717391304347826	0.21782178217821782	89	67	79	6	6	6	4	9	13	2	9	9	6	19	30	27	21	27	23	18	24	27	19	3.0	1.0	0.0	3.0	0.0234375	0.01098901098901099	0.0	0.061224489795918366	1.4285714285714286	n/a	0.36363636363636365	0.14285714285714285	0.0	0.0	0.0	0.0	n/a	n/a
1819	C2_rep-1_tau-1400_lambda-500_part-4	C2	1.4	0.5	0	n/a	9.0	3.0	4.0	2.0	3.0	0.816496580927726	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	309	3	30	57	0.18446601941747573	0.18446601941747573	0.3878637738920035	252	0.8155339805825242	19	18	20	0.18095238095238095	0.1836734693877551	0.18867924528301888	86	80	86	3	5	7	5	5	6	7	5	8	6	15	22	29	20	24	25	29	31	28	29	4.0	0.0	3.0	1.0	0.06896551724137931	0.0	0.1	0.007874015748031496	1.1403508771929824	n/a	0.3333333333333333	0.2222222222222222	1.0	n/a	0.018518518518518517	n/a	n/a	n/a
